Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
9/30/2016,36.28695679,36.30431747,34.46724701,33.73345566,36.15646362,23.352808,0,70.43779755,56.98059464,0,68.37457275,22.66909027,37.44091415,0,41.38290405,35.4020462,25.52630997,34.62582779
10/31/2016,35.54603195,35.62730026,33.45365524,32.76535034,35.24884796,22.86855888,0,68.42578125,55.52385712,0,67.35691071,22.20973587,36.5708313,0,40.24425125,34.84618378,24.66793442,33.89197159
11/30/2016,37.548069,37.5723114,37.67171478,36.95066833,36.23055267,23.64853096,0,70.7036972,58.3567276,0,76.04868317,23.49444199,36.76324463,0,40.49021149,36.09458923,25.63415337,37.52548218
12/30/2016,37.99065781,38.05480194,39.13029861,38.32910919,36.80632401,24.01909828,0,71.78270721,57.63844299,0,79.06040192,24.19226837,37.71627426,0,41.4752655,37.34695435,25.85912132,39.23547363
1/31/2017,38.80368805,38.87640762,38.71970367,37.95329666,37.33617783,24.21422195,0,72.1133194,58.87354279,0,77.35109711,24.19226837,38.00248337,0,41.9980545,37.76999283,26.22701836,38.44028473
2/28/2017,40.27027512,40.33736801,39.14157104,38.33003235,38.97306442,25.21308327,0,76.34897614,61.23602676,0,77.94345093,24.91794586,39.65644455,0,43.90581131,39.18626022,27.37581825,38.96437454
3/31/2017,40.29375076,40.35710907,39.40090179,38.47284317,39.17176437,25.16763306,0,75.88285065,60.85322952,0,77.77262115,25.08748245,39.64556122,0,43.95979691,38.91955185,27.44817543,38.76554489
4/28/2017,40.77727127,40.86292267,40.14139557,39.23391724,39.47454071,25.55009079,0,76.40319824,61.14229965,0,78.97042084,25.78773499,40.05668259,0,44.57700348,39.28741837,27.8588829,39.27204895
5/31/2017,41.27934265,41.37119675,38.89587021,38.18497467,40.25986862,25.95120239,0,77.72203827,61.26143646,0,76.94859314,25.61967278,41.14897919,0,45.47056961,39.66447067,28.33245659,38.77458191
6/30/2017,41.82802582,41.87311172,40.23698425,39.32005692,40.35448837,26.02230263,0,78.01529694,61.7677269,0,78.80330658,25.83647919,41.02246094,0,45.30937958,39.92636871,28.54846382,39.68027496
7/31/2017,42.25605011,42.39072418,40.25587463,39.45099258,40.80865097,26.4486618,0,79.32245636,62.32483292,0,79.46070862,26.08049011,41.58567429,22.75149918,46.22610855,40.4431076,28.9538269,40.2169838
8/31/2017,42.24001312,42.31573868,39.34896469,38.42681503,40.92219162,26.43460846,0,78.88973999,61.68539429,0,77.97514343,26.11802483,41.90187836,22.76483345,46.57800674,40.17551041,29.13042831,39.42555618
9/29/2017,43.35546875,43.43440628,42.32713699,41.43702316,41.74536514,27.01760864,0,80.34634399,62.94099426,23.47071838,82.27692413,26.68172836,42.22766876,23.02582169,46.81863785,40.65445709,29.66221428,41.96645737
10/31/2017,44.37881088,44.45783997,42.92002869,41.9592514,42.79561996,27.70481682,0,81.90437317,64.02332306,23.7341156,82.56038666,26.9174366,42.98704529,23.11500168,47.73008347,41.71043015,30.3627224,42.43235779
11/30/2017,46.24042892,46.31518173,44.33666992,43.40260315,44.5933609,28.58689117,23.07235718,84.50406647,67.15583038,24.52431107,84.93986511,27.80840111,44.65583801,24.01569939,49.19956589,43.15542603,31.80401802,43.77520752
12/29/2017,46.52479553,46.67576218,43.86611176,43.09607697,44.7266922,28.92882347,23.83195114,84.59086609,67.51444244,24.75822258,83.54844666,27.6535778,44.25276947,24.54987717,49.31712723,42.4704628,31.94136429,42.59708023
1/31/2018,48.72714615,48.8547287,44.53451538,43.69084167,46.70770264,30.17673683,24.59893417,87.32743073,69.80399323,25.69409943,83.32894897,28.01358032,45.33270645,25.78817749,51.03641129,42.65763474,33.58763123,42.33920288
2/28/2018,46.91302872,47.09293747,43.35715866,41.85590363,44.99595642,29.0611763,23.62310982,84.75897217,67.45863342,24.74687576,80.0546875,26.96200371,43.37001801,25.26988411,48.86861801,41.07597733,32.25114441,40.14717865
3/30/2018,46.72106552,46.82201385,43.33178711,42.39313507,44.59206009,28.61292076,23.36822701,84.4461441,66.92611694,24.74687576,81.56080627,27.25543785,43.75569534,24.32521629,48.74040985,42.09471893,31.90019226,41.54980087
4/30/2018,46.50993347,46.6765213,43.51394653,42.62574768,44.1593132,28.67935181,23.36822701,83.58360291,66.5329361,24.67314339,82.12133026,28.02208328,43.48877335,24.62015343,48.84365082,42.3296814,31.7985096,41.85443115
5/31/2018,47.30235672,47.37513351,46.12688446,44.92409515,44.36125946,29.30570221,23.6269474,84.11799622,67.3828125,24.35172844,86.05417633,29.08892822,43.77231598,24.81072235,49.33171082,43.67362976,32.15821457,44.18070984
6/29/2018,47.39141464,47.51249695,46.69055939,45.56835175,44.69784164,29.61506462,24.08782578,84.95823669,68.6113205,25.02291298,88.07585907,29.75793076,44.40625,25.04051781,50.16824722,44.38827133,32.05384445,44.84720993
7/31/2018,48.81032181,48.96424103,47.25793839,46.41557312,46.47690582,30.90184212,24.83511734,88.66108704,70.35687256,25.65628433,89.16697693,30.12037086,45.97940826,26.04359627,51.81975555,45.24751663,33.53348923,46.03521729
8/31/2018,50.18180084,50.27212906,49.21200943,48.29319763,47.64051056,32.03611755,25.44340134,91.38404846,72.19158173,26.30856323,92.25540924,31.41750717,46.79303741,26.70016098,53.40521622,46.31449509,34.28230286,47.4366951
9/28/2018,49.81151199,49.89115906,47.49975204,46.54549408,48.13095474,32.24717712,25.61186981,91.91477966,72.29108429,26.27075195,90.27692413,31.27090073,46.62466812,27.00252914,54.06941986,46.0477066,34.53572083,46.14500427
10/31/2018,45.94675446,45.96649933,43.39246368,42.28036499,45.22674942,30.75060272,24.42234612,88.59152222,68.49076843,25.19307137,84.13056946,29.63826561,45.26531219,24.68515015,51.87971497,43.83733368,32.71353149,42.91560745
11/30/2018,47.17804718,47.26105881,43.97574615,43.09086227,46.85195541,31.49123573,25.27012634,91.78222656,70.00524139,25.72245789,86.05828094,30.15504456,47.38554764,25.67438889,53.55753326,45.98130417,33.79062653,44.46496964
12/31/2018,42.51646423,42.5662117,39.08977509,38.07192612,42.95787048,28.85326385,23.49759293,84.85984039,63.93883133,23.64966011,78.01959991,27.97149467,44.16544724,23.42225647,49.97556686,42.40298462,30.93335724,40.2948494
1/31/2019,46.39704895,43.51634979,42.70568848,39.21105576,46.36211395,30.95108795,25.11195183,90.23505402,69.55066681,25.30445862,84.84444427,29.97427368,47.10558319,25.37630653,52.79861069,45.48840332,33.17179108,43.75355911
2/28/2019,48.45032883,45.30236816,44.99152374,39.77682877,48.0105896,32.08749771,25.87988472,94.23786926,72.10082245,26.12604332,87.903862,30.94774055,49.00001526,26.25723267,54.82051849,47.23648834,34.58979797,45.34115982
