Date,CALF,EES,EPS,EZM,FNDA,FNDB,FNDX,IUS,IUSS,PRF,PRFZ,RWJ,RWK,RWL
21/05/2003,2718.868,1664.163,2050.34361,2667.72924,1664.163,415.972,415.972,415.972,1664.163,415.972,1664.163,2718.868,756.3225,415.972
22/05/2003,2740.906,1681.913,2069.58048,2698.92472,1681.913,419.539,419.539,419.539,1681.913,419.539,1681.913,2740.906,763.5944,419.539
23/05/2003,2766.409,1695.332,2074.51719,2716.54509,1695.332,422.5685,422.5685,422.5685,1695.332,422.5685,1695.332,2766.409,770.8142,422.5685
27/05/2003,2819.467,1733.035,2114.48332,2773.04884,1733.035,429.9837,429.9837,429.9837,1733.035,429.9837,1733.035,2819.467,783.8636,429.9837
28/05/2003,2833.728,1744.575,2117.89321,2773.10209,1744.575,430.1884,430.1884,430.1884,1744.575,430.1884,1744.575,2833.728,783.1366,430.1884
29/05/2003,2846.443,1753.464,2110.56759,2767.23868,1753.464,427.3193,427.3193,427.3193,1753.464,427.3193,1753.464,2846.443,779.0546,427.3193
30/05/2003,2905.399,1787.412,2143.10254,2823.77532,1787.412,434.8518,434.8518,434.8518,1787.412,434.8518,1787.412,2905.399,795.7623,434.8518
02/06/2003,2921.822,1794.029,2151.38968,2832.83718,1794.029,438.4541,438.4541,438.4541,1794.029,438.4541,1794.029,2921.822,801.3925,438.4541
03/06/2003,2933.216,1799.051,2160.55447,2831.77598,1799.051,439.313,439.313,439.313,1799.051,439.313,1799.051,2933.216,800.6049,439.313
04/06/2003,2978.281,1829.032,2193.9517,2880.9344,1829.032,446.156,446.156,446.156,1829.032,446.156,1829.032,2978.281,813.0047,446.156
05/06/2003,3004.63,1851.239,2204.05636,2905.76805,1851.239,448.1152,448.1152,448.1152,1851.239,448.1152,1851.239,3004.63,817.8632,448.1152
06/06/2003,2990.366,1840.212,2199.22789,2894.83226,1840.212,447.2712,447.2712,447.2712,1840.212,447.2712,1840.212,2990.366,816.0018,447.2712
09/06/2003,2934.353,1803.149,2170.82196,2846.64098,1803.149,441.241,441.241,441.241,1803.149,441.241,1803.149,2934.353,802.9217,441.241
10/06/2003,2976.739,1828.306,2190.79521,2871.97426,1828.306,444.8271,444.8271,444.8271,1828.306,444.8271,1828.306,2976.739,808.9286,444.8271
11/06/2003,3008.483,1846.934,2219.29168,2916.90499,1846.934,451.5486,451.5486,451.5486,1846.934,451.5486,1846.934,3008.483,820.9789,451.5486
12/06/2003,3016.109,1852.235,2222.03395,2921.77923,1852.235,452.5984,452.5984,452.5984,1852.235,452.5984,1852.235,3016.109,822.9803,452.5984
13/06/2003,2971.296,1823.773,2199.66875,2884.76574,1823.773,448.1062,448.1062,448.1062,1823.773,448.1062,1823.773,2971.296,813.0464,448.1062
16/06/2003,3023.303,1855.273,2248.16398,2942.40327,1855.273,456.4358,456.4358,456.4358,1855.273,456.4358,1855.273,3023.303,827.2259,456.4358
17/06/2003,3024.29,1857.458,2250.36679,2939.01684,1857.458,455.765,455.765,455.765,1857.458,455.765,1857.458,3024.29,824.8947,455.765
18/06/2003,3011.736,1855.495,2246.37247,2930.05589,1855.495,453.7314,453.7314,453.7314,1855.495,453.7314,1855.495,3011.736,821.1264,453.7314
19/06/2003,2970.076,1826.421,2212.822,2890.38863,1826.421,447.2122,447.2122,447.2122,1826.421,447.2122,1826.421,2970.076,812.3084,447.2122
20/06/2003,2963.994,1823.364,2214.61756,2887.53214,1823.364,448.5662,448.5662,448.5662,1823.364,448.5662,1823.364,2963.994,811.5732,448.5662
23/06/2003,2903.106,1782.245,2182.41331,2840.56866,1782.245,442.4653,442.4653,442.4653,1782.245,442.4653,1782.245,2903.106,799.4715,442.4653
24/06/2003,2913.449,1788.319,2185.82897,2841.99484,1788.319,443.4734,443.4734,443.4734,1788.319,443.4734,1788.319,2913.449,800.7686,443.4734
25/06/2003,2922.983,1797.797,2170.678,2839.34991,1797.797,440.8627,440.8627,440.8627,1797.797,440.8627,1797.797,2922.983,798.7946,440.8627
26/06/2003,2963.11,1825.783,2194.80562,2870.49486,1825.783,444.899,444.899,444.899,1825.783,444.899,1825.783,2963.11,805.7307,444.899
27/06/2003,2955.808,1821.335,2175.43819,2857.13477,1821.335,441.2799,441.2799,441.2799,1821.335,441.2799,1821.335,2955.808,802.4482,441.2799
